rubric_title,course,module,criterion,level4_name,level4_points,level4_description,level3_name,level3_points,level3_description,level2_name,level2_points,level2_description,level1_name,level1_points,level1_description
02-engine-performance-i - week-06-review,02-engine-performance-i,week-06-review,(list objectives for Engine Performance I),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for engine performance i).,Meets expectations (3),3,Competent performance meeting expected (list objectives for engine performance i).,Approaching (2),2,Partial performance showing basic (list objectives for engine performance i).
Course Rubric — DRAFT,03-electrical-systems-fundamentals,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,03-electrical-systems-fundamentals,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,03-electrical-systems-fundamentals,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,03-electrical-systems-fundamentals,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
03-electrical-systems-fundamentals - week-01-introduction,03-electrical-systems-fundamentals,week-01-introduction,(list objectives for Electrical Systems Fundamentals),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electrical systems fundamentals).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electrical systems fundamentals).,Approaching (2),2,Partial performance showing basic (list objectives for electrical systems fundamentals).
03-electrical-systems-fundamentals - week-02-fundamentals,03-electrical-systems-fundamentals,week-02-fundamentals,(list objectives for Electrical Systems Fundamentals),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electrical systems fundamentals).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electrical systems fundamentals).,Approaching (2),2,Partial performance showing basic (list objectives for electrical systems fundamentals).
03-electrical-systems-fundamentals - week-03-components,03-electrical-systems-fundamentals,week-03-components,(list objectives for Electrical Systems Fundamentals),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electrical systems fundamentals).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electrical systems fundamentals).,Approaching (2),2,Partial performance showing basic (list objectives for electrical systems fundamentals).
03-electrical-systems-fundamentals - week-04-diagnostics,03-electrical-systems-fundamentals,week-04-diagnostics,(list objectives for Electrical Systems Fundamentals),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electrical systems fundamentals).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electrical systems fundamentals).,Approaching (2),2,Partial performance showing basic (list objectives for electrical systems fundamentals).
03-electrical-systems-fundamentals - week-05-service-procedures,03-electrical-systems-fundamentals,week-05-service-procedures,(list objectives for Electrical Systems Fundamentals),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electrical systems fundamentals).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electrical systems fundamentals).,Approaching (2),2,Partial performance showing basic (list objectives for electrical systems fundamentals).
03-electrical-systems-fundamentals - week-06-review,03-electrical-systems-fundamentals,week-06-review,(list objectives for Electrical Systems Fundamentals),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for electrical systems fundamentals).,Meets expectations (3),3,Competent performance meeting expected (list objectives for electrical systems fundamentals).,Approaching (2),2,Partial performance showing basic (list objectives for electrical systems fundamentals).
Course Rubric — DRAFT,04-suspension-and-steering,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,04-suspension-and-steering,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,04-suspension-and-steering,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,04-suspension-and-steering,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
Course Rubric — DRAFT,04-suspension-steering,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,04-suspension-steering,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,04-suspension-steering,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,04-suspension-steering,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
04-suspension-steering - week-01-introduction,04-suspension-steering,week-01-introduction,(list objectives for Suspension & Steering),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for suspension & steering).,Meets expectations (3),3,Competent performance meeting expected (list objectives for suspension & steering).,Approaching (2),2,Partial performance showing basic (list objectives for suspension & steering).
04-suspension-steering - week-02-fundamentals,04-suspension-steering,week-02-fundamentals,(list objectives for Suspension & Steering),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for suspension & steering).,Meets expectations (3),3,Competent performance meeting expected (list objectives for suspension & steering).,Approaching (2),2,Partial performance showing basic (list objectives for suspension & steering).
04-suspension-steering - week-03-components,04-suspension-steering,week-03-components,(list objectives for Suspension & Steering),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for suspension & steering).,Meets expectations (3),3,Competent performance meeting expected (list objectives for suspension & steering).,Approaching (2),2,Partial performance showing basic (list objectives for suspension & steering).
04-suspension-steering - week-04-diagnostics,04-suspension-steering,week-04-diagnostics,(list objectives for Suspension & Steering),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for suspension & steering).,Meets expectations (3),3,Competent performance meeting expected (list objectives for suspension & steering).,Approaching (2),2,Partial performance showing basic (list objectives for suspension & steering).
04-suspension-steering - week-05-service-procedures,04-suspension-steering,week-05-service-procedures,(list objectives for Suspension & Steering),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for suspension & steering).,Meets expectations (3),3,Competent performance meeting expected (list objectives for suspension & steering).,Approaching (2),2,Partial performance showing basic (list objectives for suspension & steering).
04-suspension-steering - week-06-review,04-suspension-steering,week-06-review,(list objectives for Suspension & Steering),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for suspension & steering).,Meets expectations (3),3,Competent performance meeting expected (list objectives for suspension & steering).,Approaching (2),2,Partial performance showing basic (list objectives for suspension & steering).
Course Rubric — DRAFT,05-automatic-transmissions,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,05-automatic-transmissions,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,05-automatic-transmissions,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,05-automatic-transmissions,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
05-automatic-transmissions - week-01-introduction,05-automatic-transmissions,week-01-introduction,(list objectives for Automatic Transmissions),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for automatic transmissions).,Meets expectations (3),3,Competent performance meeting expected (list objectives for automatic transmissions).,Approaching (2),2,Partial performance showing basic (list objectives for automatic transmissions).
05-automatic-transmissions - week-02-fundamentals,05-automatic-transmissions,week-02-fundamentals,(list objectives for Automatic Transmissions),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for automatic transmissions).,Meets expectations (3),3,Competent performance meeting expected (list objectives for automatic transmissions).,Approaching (2),2,Partial performance showing basic (list objectives for automatic transmissions).
05-automatic-transmissions - week-03-components,05-automatic-transmissions,week-03-components,(list objectives for Automatic Transmissions),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for automatic transmissions).,Meets expectations (3),3,Competent performance meeting expected (list objectives for automatic transmissions).,Approaching (2),2,Partial performance showing basic (list objectives for automatic transmissions).
05-automatic-transmissions - week-04-diagnostics,05-automatic-transmissions,week-04-diagnostics,(list objectives for Automatic Transmissions),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for automatic transmissions).,Meets expectations (3),3,Competent performance meeting expected (list objectives for automatic transmissions).,Approaching (2),2,Partial performance showing basic (list objectives for automatic transmissions).
05-automatic-transmissions - week-05-service-procedures,05-automatic-transmissions,week-05-service-procedures,(list objectives for Automatic Transmissions),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for automatic transmissions).,Meets expectations (3),3,Competent performance meeting expected (list objectives for automatic transmissions).,Approaching (2),2,Partial performance showing basic (list objectives for automatic transmissions).
05-automatic-transmissions - week-06-review,05-automatic-transmissions,week-06-review,(list objectives for Automatic Transmissions),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for automatic transmissions).,Meets expectations (3),3,Competent performance meeting expected (list objectives for automatic transmissions).,Approaching (2),2,Partial performance showing basic (list objectives for automatic transmissions).
Course Rubric — DRAFT,06-diesel-engine-operation,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,06-diesel-engine-operation,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,06-diesel-engine-operation,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,06-diesel-engine-operation,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
06-diesel-engine-operation - week-01-introduction,06-diesel-engine-operation,week-01-introduction,(list objectives for Diesel Engine Operation),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel engine operation).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel engine operation).,Approaching (2),2,Partial performance showing basic (list objectives for diesel engine operation).
06-diesel-engine-operation - week-02-fundamentals,06-diesel-engine-operation,week-02-fundamentals,(list objectives for Diesel Engine Operation),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel engine operation).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel engine operation).,Approaching (2),2,Partial performance showing basic (list objectives for diesel engine operation).
06-diesel-engine-operation - week-03-components,06-diesel-engine-operation,week-03-components,(list objectives for Diesel Engine Operation),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel engine operation).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel engine operation).,Approaching (2),2,Partial performance showing basic (list objectives for diesel engine operation).
06-diesel-engine-operation - week-04-diagnostics,06-diesel-engine-operation,week-04-diagnostics,(list objectives for Diesel Engine Operation),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel engine operation).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel engine operation).,Approaching (2),2,Partial performance showing basic (list objectives for diesel engine operation).
06-diesel-engine-operation - week-05-service-procedures,06-diesel-engine-operation,week-05-service-procedures,(list objectives for Diesel Engine Operation),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel engine operation).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel engine operation).,Approaching (2),2,Partial performance showing basic (list objectives for diesel engine operation).
06-diesel-engine-operation - week-06-review,06-diesel-engine-operation,week-06-review,(list objectives for Diesel Engine Operation),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel engine operation).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel engine operation).,Approaching (2),2,Partial performance showing basic (list objectives for diesel engine operation).
Course Rubric — DRAFT,07-diesel-fuel-systems,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,07-diesel-fuel-systems,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,07-diesel-fuel-systems,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,07-diesel-fuel-systems,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
07-diesel-fuel-systems - week-01-introduction,07-diesel-fuel-systems,week-01-introduction,(list objectives for Diesel Fuel Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel fuel systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel fuel systems).,Approaching (2),2,Partial performance showing basic (list objectives for diesel fuel systems).
07-diesel-fuel-systems - week-02-fundamentals,07-diesel-fuel-systems,week-02-fundamentals,(list objectives for Diesel Fuel Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel fuel systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel fuel systems).,Approaching (2),2,Partial performance showing basic (list objectives for diesel fuel systems).
07-diesel-fuel-systems - week-03-components,07-diesel-fuel-systems,week-03-components,(list objectives for Diesel Fuel Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel fuel systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel fuel systems).,Approaching (2),2,Partial performance showing basic (list objectives for diesel fuel systems).
07-diesel-fuel-systems - week-04-diagnostics,07-diesel-fuel-systems,week-04-diagnostics,(list objectives for Diesel Fuel Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel fuel systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel fuel systems).,Approaching (2),2,Partial performance showing basic (list objectives for diesel fuel systems).
07-diesel-fuel-systems - week-05-service-procedures,07-diesel-fuel-systems,week-05-service-procedures,(list objectives for Diesel Fuel Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel fuel systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel fuel systems).,Approaching (2),2,Partial performance showing basic (list objectives for diesel fuel systems).
07-diesel-fuel-systems - week-06-review,07-diesel-fuel-systems,week-06-review,(list objectives for Diesel Fuel Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel fuel systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel fuel systems).,Approaching (2),2,Partial performance showing basic (list objectives for diesel fuel systems).
Course Rubric — DRAFT,08-air-intake-and-exhaust-systems,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,08-air-intake-and-exhaust-systems,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,08-air-intake-and-exhaust-systems,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,08-air-intake-and-exhaust-systems,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
Course Rubric — DRAFT,08-air-intake-exhaust-systems,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,08-air-intake-exhaust-systems,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,08-air-intake-exhaust-systems,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,08-air-intake-exhaust-systems,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
08-air-intake-exhaust-systems - week-01-introduction,08-air-intake-exhaust-systems,week-01-introduction,(list objectives for Air Intake & Exhaust Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for air intake & exhaust systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for air intake & exhaust systems).,Approaching (2),2,Partial performance showing basic (list objectives for air intake & exhaust systems).
08-air-intake-exhaust-systems - week-02-fundamentals,08-air-intake-exhaust-systems,week-02-fundamentals,(list objectives for Air Intake & Exhaust Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for air intake & exhaust systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for air intake & exhaust systems).,Approaching (2),2,Partial performance showing basic (list objectives for air intake & exhaust systems).
08-air-intake-exhaust-systems - week-03-components,08-air-intake-exhaust-systems,week-03-components,(list objectives for Air Intake & Exhaust Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for air intake & exhaust systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for air intake & exhaust systems).,Approaching (2),2,Partial performance showing basic (list objectives for air intake & exhaust systems).
